country,region_id,cal_region2,year,EM_ID,ibtracsID,emdat_impact,reference_year,emdat_impact_scaled,climada_impact,v_thresh,v_half,scale,log_ratio,unique_ID,Associated_disaster,Surge,Rain,Flood,Slide,Other,OtherThanSurge
FJI,242,OC,2008,2008-0051,2008026S12179,30000000.0,2014,38176381.62,38122406.294220656,25.7,74.7000000000007,1.0,-0.0014148412119966197,2008-0051FJI,True,False,False,True,False,False,True
MDG,450,SI,2008,2008-0070,2008037S10055,60000000.0,2014,68034718.12,67971419.61473837,25.7,39.000000000000185,1.0,-0.000930818430494091,2008-0070MDG,True,False,False,True,False,False,True
MOZ,508,SI,2008,2008-0111,2008062S10064,20000000.0,2014,29510844.15,29531686.479804303,25.7,73.70000000000068,1.0,0.0007060107501396783,2008-0111MOZ,False,False,False,False,False,False,False
CHN,156,WP3,2008,2008-0155,2008104N08128,49000000.0,2014,111703612.9,111831024.70452878,25.7,104.00000000000112,1.0,0.0011399738285951138,2008-0155CHN,True,False,False,True,True,False,True
PHL,608,WP2,2008,2008-0155,2008104N08128,16000000.0,2014,26139377.16,26438538.31942803,25.7,30.400000000000066,1.0,0.011379849701726534,2008-0155PHL,False,False,False,False,False,False,False
MMR,104,NI,2008,2008-0184,2008117N11090,4000000000.0,2014,8216064485.0,8247757415.255602,25.7,43.70000000000026,1.0,0.0038500136353817787,2008-0184MMR,True,False,False,True,False,False,True
PHL,608,WP2,2008,2008-0197,2008135N12116,99174000.0,2014,162021661.9,162262628.25518832,25.7,91.00000000000091,1.0,0.0014861429113527604,2008-0197PHL,True,False,False,True,True,False,True
CHN,156,WP3,2008,2008-0249,2008169N08135,175000000.0,2014,398941474.7,399337415.3602695,25.7,86.30000000000086,1.0,0.000991985877787363,2008-0249CHN,True,False,False,True,False,False,True
PHL,608,WP2,2008,2008-0249,2008169N08135,284694000.0,2014,465107740.1,465172164.57075286,25.7,186.9000000000024,1.0,0.0001385055627502435,2008-0249PHL,True,False,False,True,True,False,True
CHN,156,WP3,2008,2008-0292,2008206N22133,73000000.0,2014,166415586.6,166555055.3965455,25.7,97.70000000000105,1.0,0.0008377243342872814,2008-0292CHN,True,False,False,True,False,False,True
MEX,484,NA1,2008,2008-0304,2008203N18276,75000000.0,2014,88822764.83,88951468.91817951,25.7,82.1000000000008,1.0,0.0014479501101169715,2008-0304MEX,True,False,False,True,True,False,True
USA,840,NA2,2008,2008-0304,2008203N18276,1200000000.0,2014,1428540902.0,1428581211.9624615,25.7,91.80000000000094,1.0,2.8217178584917624e-05,2008-0304USA,True,False,False,True,False,True,True
USA,840,NA2,2008,2008-0338,2008229N18293,180000000.0,2014,214281135.2,214393281.6214412,25.7,62.40000000000053,1.0,0.0005232242447833376,2008-0338USA,True,False,False,True,False,False,True
CUB,192,NA1,2008,2008-0352,2008238N13293,2072000000.0,2014,2748386795.0,2735471659.358314,25.7,45.300000000000274,1.0,-0.004710245396574461,2008-0352CUB,True,False,False,True,False,False,True
JAM,388,NA1,2008,2008-0352,2008238N13293,66198000.0,2014,67028878.91,67033295.53386481,25.7,95.200000000001,1.0,6.588918738244445e-05,2008-0352JAM,True,True,False,True,False,False,True
USA,840,NA2,2008,2008-0352,2008238N13293,7000000000.0,2014,8333155259.0,8311297725.907302,25.7,75.2000000000007,1.0,-0.002626406007691656,2008-0352USA,False,False,False,False,False,False,False
CHN,156,WP3,2008,2008-0369,2008229N13147,58000000.0,2014,132220603.1,132190362.99254668,25.7,83.30000000000081,1.0,-0.0002287356536837196,2008-0369CHN,True,False,False,False,False,False,True
HKG,344,WP4,2008,2008-0369,2008229N13147,380000.0,2014,505083.5374,918937.02512315,25.7,325.70000000000425,1.0,0.5984937583815019,2008-0369HKG,False,False,False,False,False,False,False
PHL,608,WP2,2008,2008-0369,2008229N13147,33870000.0,2014,55333794.03,54962062.87891845,25.7,40.90000000000022,1.0,-0.00674064410042664,2008-0369PHL,False,False,False,False,False,False,False
USA,840,NA2,2008,2008-0378,2008241N19303,160000000.0,2014,190472120.2,190624644.90562293,25.7,211.80000000000263,1.0,0.0008004513694809161,2008-0378USA,False,False,False,False,False,False,False
CUB,192,NA1,2008,2008-0384,2008245N17323,1500000000.0,2014,1989662255.0,1988880448.3204453,25.7,81.6000000000008,1.0,-0.00039301158636057747,2008-0384CUB,True,True,False,True,False,False,True
TCA,796,NA1,2008,2008-0384,2008245N17323,500000000.0,2014,500000000.0,500063361.01282215,25.7,33.500000000000114,1.0,0.00012671399708659705,2008-0384TCA,False,False,False,False,False,False,False
USA,840,NA2,2008,2008-0384,2008245N17323,30000000000.0,2014,35713522539.0,35674564453.997505,25.7,80.60000000000078,1.0,-0.001091445099900968,2008-0384USA,True,False,False,True,False,False,True
CHN,156,WP3,2008,2008-0426,2008262N16142,824000000.0,2014,1878444430.0,1876942978.189069,25.7,144.70000000000167,1.0,-0.0007996255660118186,2008-0426CHN,False,False,False,False,False,False,False
PHL,608,WP2,2008,2008-0426,2008262N16142,7420000.0,2014,12122136.16,5780902.11568678,25.7,25.8,1.0,-0.7404734700517721,2008-0426PHL,True,False,False,False,True,False,True
VNM,704,WP1,2008,2008-0437,2008272N15113,6500000.0,2014,12209487.86,12248048.243842505,25.7,58.20000000000046,1.0,0.003153254328589083,2008-0437VNM,True,False,False,True,False,False,True
TWN,158,WP4,2008,2008-0441,2008268N12140,90000000.0,2014,114489207.21852686,297519658.5932331,25.7,325.70000000000425,1.0,0.9549997436561988,2008-0441TWN,True,False,False,True,False,False,True
VNM,704,WP1,2008,2008-0552,2008320N08122,1000000.0,2014,1878382.747,1876049.3104610941,25.7,111.2000000000012,1.0,-0.0012430305322601123,2008-0552VNM,True,False,False,True,False,False,True
MDG,450,SI,2009,2009-0137,2009093S12062,5000000.0,2014,6241556.912000001,6276216.073659012,25.7,48.70000000000032,1.0,0.005537606452444568,2009-0137MDG,False,False,False,False,False,False,False
PHL,608,WP2,2009,2009-0165,2009123N10111,30342000.0,2014,51295833.0,51293642.52151201,25.7,147.50000000000168,1.0,-4.270376619406655e-05,2009-0165PHL,True,False,False,True,True,False,True
TWN,158,WP4,2009,2009-0321,2009215N20133,250000000.0,2014,338247183.1596558,338441840.8502733,25.7,53.2000000000004,1.0,0.0005753239348652392,2009-0321TWN,True,False,False,True,True,False,True
MEX,484,NA1,2009,2009-0384,2009239N12270,40000000.0,2014,58422121.35,58579297.04537547,25.7,61.1000000000005,1.0,0.002686733068354903,2009-0384MEX,True,False,False,True,True,False,True
CHN,156,WP3,2009,2009-0399,2009254N14130,295001000.0,2014,605154271.7,606293567.6713799,25.7,82.1000000000008,1.0,0.0018808837990865444,2009-0399CHN,True,False,False,True,False,False,True
PHL,608,WP2,2009,2009-0414,2009268N14128,237489000.0,2014,401496146.7,395915626.64365464,25.7,32.8000000000001,1.0,-0.013996811558548249,2009-0414PHL,True,False,False,True,False,False,True
VNM,704,WP1,2009,2009-0414,2009268N14128,785000000.0,2014,1378777736.0,1372999962.8776882,25.7,48.900000000000325,1.0,-0.0041993084072128465,2009-0414VNM,True,False,False,True,False,False,True
CHN,156,WP3,2009,2009-0422,2009270N10148,35000000.0,2014,71797721.06,71181089.0188376,25.7,41.30000000000023,1.0,-0.00862555596801229,2009-0422CHN,False,False,False,False,False,False,False
PHL,608,WP2,2009,2009-0422,2009270N10148,585379000.0,2014,989634942.4,984393842.3982693,25.7,39.40000000000018,1.0,-0.005310066760198488,2009-0422PHL,True,False,False,True,True,False,True
VNM,704,WP1,2009,2009-0422,2009270N10148,200000.0,2014,351280.9518,351352.4225895291,25.7,151.90000000000182,1.0,0.00020343693419830265,2009-0422VNM,False,False,False,False,False,False,False
JPN,392,WP4,2009,2009-0423,2009272N07164,1000000000.0,2014,927176205.2,926315897.8787557,25.7,142.60000000000167,1.0,-0.0009283097366282879,2009-0423JPN,False,True,False,False,False,False,False
PHL,608,WP2,2009,2009-0478,2009299N12153,15194000.0,2014,25686800.03,43613859.9858855,25.7,325.70000000000425,1.0,0.5293977469785385,2009-0478PHL,True,False,False,False,True,False,True
VNM,704,WP1,2009,2009-0478,2009299N12153,280000000.0,2014,491793332.5,489595236.2329028,25.7,45.400000000000276,1.0,-0.004479571115484606,2009-0478VNM,True,False,False,True,False,False,True
FJI,242,OC,2009,2009-0554,2009346S10172,13300000.0,2014,20772286.48,20735822.70173891,25.7,76.90000000000073,1.0,-0.0017569476596168377,2009-0554FJI,True,False,False,True,False,False,True
IND,356,NI,2009,2009-0609,2009313N11072,300000000.0,2014,455879199.2,456382862.37097716,25.7,44.400000000000254,1.0,0.0011042073179829632,2009-0609IND,False,False,False,False,False,False,False
FJI,242,OC,2010,2010-0106,2010069S12188,39427000.0,2014,56286310.68,13492148.223108806,25.7,25.8,1.0,-1.428343452885227,2010-0106FJI,True,False,False,True,False,False,True
OMN,512,NI,2010,2010-0210,2010151N14065,1000000000.0,2014,1382561646.0,1385900124.6495125,25.7,39.600000000000186,1.0,0.002411794378499025,2010-0210OMN,False,False,False,False,False,False,False
MEX,484,NA1,2010,2010-0260,2010176N16278,2000000000.0,2014,2485464847.0,2478270330.155984,25.7,46.5000000000003,1.0,-0.0028988338923594905,2010-0260MEX,True,False,False,True,False,False,True
CHN,156,WP3,2010,2010-0308,2010191N12138,500000.0,2014,859123.4391,2692108.346560781,25.7,325.70000000000425,1.0,1.1421673249711408,2010-0308CHN,False,False,False,False,False,False,False
PHL,608,WP2,2010,2010-0308,2010191N12138,8675000.0,2014,12369162.52,31196159.09187623,25.7,325.70000000000425,1.0,0.9250884996012441,2010-0308PHL,True,False,False,True,False,False,True
VNM,704,WP1,2010,2010-0308,2010191N12138,500000.0,2014,803078.7658,803262.4956258656,25.7,165.000000000002,1.0,0.00022875565868708125,2010-0308VNM,False,False,False,False,False,False,False
VNM,704,WP1,2010,2010-0432,2010233N17119,44000000.0,2014,70670931.39,70678446.18809606,25.7,39.000000000000185,1.0,0.00010632941201302064,2010-0432VNM,False,False,False,False,False,False,False
ATG,28,NA1,2010,2010-0468,2010236N12341,12600000.0,2014,13945942.61,14028748.4615298,25.7,41.50000000000023,1.0,0.005920072050916618,2010-0468ATG,True,False,False,True,False,False,True
CHN,156,WP3,2010,2010-0484,2010256N17137,298285000.0,2014,512527270.1,513249853.3884216,25.7,91.90000000000092,1.0,0.0014088506974753846,2010-0484CHN,True,False,False,True,True,False,True
TWN,158,WP4,2010,2010-0484,2010256N17137,63100000.0,2014,75033445.70438494,75060353.69874698,25.7,303.00000000000387,1.0,0.0003585490507578688,2010-0484TWN,True,False,False,True,False,False,True
MEX,484,NA1,2010,2010-0494,2010257N16282,3900000000.0,2014,4846656451.0,4857140116.246852,25.7,62.40000000000053,1.0,0.0021607355951923208,2010-0494MEX,True,False,False,True,False,False,True
CHN,156,WP3,2010,2010-0543,2010285N13145,420000000.0,2014,721663688.8,724623069.9171448,25.7,54.0000000000004,1.0,0.00409239070956423,2010-0543CHN,False,False,False,False,False,False,False
PHL,608,WP2,2010,2010-0543,2010285N13145,275745000.0,2014,393168267.4,392849298.4899965,25.7,91.80000000000094,1.0,-0.0008116076315704914,2010-0543PHL,False,False,False,False,False,False,False
TWN,158,WP4,2010,2010-0543,2010285N13145,10000000.0,2014,11891195.832707595,11938433.231690127,25.7,44.70000000000028,1.0,0.003964598922472227,2010-0543TWN,True,False,False,False,True,False,True
MMR,104,NI,2010,2010-0554,2010293N17093,57000000.0,2014,75300204.74,75386609.11226192,25.7,53.7000000000004,1.0,0.0011468074680553288,2010-0554MMR,True,False,False,True,False,True,True
LCA,662,NA1,2010,2010-0571,2010302N09306,500000.0,2014,548667.5019,549287.1249734336,25.7,122.10000000000136,1.0,0.0011286862390258098,2010-0571LCA,True,False,False,True,True,False,True
VCT,670,NA1,2010,2010-0571,2010302N09306,25000000.0,2014,26706058.15,26769270.954546705,25.7,45.10000000000028,1.0,0.0023641868146890587,2010-0571VCT,False,False,False,False,False,False,False
AUS,36,OC,2011,2011-0070,2011028S13180,2500000000.0,2014,2626722487.0,2625314348.67276,25.7,34.40000000000012,1.0,-0.0005362256225687124,2011-0070AUS,True,False,False,True,False,False,True
TON,776,OC,2011,2011-0091,2011020S13182,3000000.0,2014,3148217.183,3150478.2202155073,25.7,129.2000000000015,1.0,0.0007179382928951134,2011-0091TON,False,False,False,False,False,False,False
PHL,608,WP2,2011,2011-0272,2011205N12130,63258000.0,2014,80315874.36,80536440.16033143,25.7,55.00000000000041,1.0,0.0027424652138936453,2011-0272PHL,True,False,False,True,True,False,True
BHS,44,NA1,2011,2011-0328,2011233N15301,40000000.0,2014,43522583.4,43398979.161698736,25.7,53.5000000000004,1.0,-0.002844042789238592,2011-0328BHS,False,False,False,False,False,False,False
DOM,214,NA1,2011,2011-0328,2011233N15301,30000000.0,2014,34283168.75,34047442.11639749,25.7,44.800000000000274,1.0,-0.006899618362980316,2011-0328DOM,True,False,False,True,False,False,True
PRI,630,NA1,2011,2011-0328,2011233N15301,500000000.0,2014,510433804.3,513965889.57906497,25.7,46.20000000000029,1.0,0.006895939733718051,2011-0328PRI,True,False,False,True,False,False,True
USA,840,NA2,2011,2011-0328,2011233N15301,7300000000.0,2014,8229569135.0,8230835741.640282,25.7,157.50000000000188,1.0,0.00015389738615460404,2011-0328USA,True,False,False,True,False,False,True
PHL,608,WP2,2011,2011-0341,2011233N12129,34452000.0,2014,43742174.96,43822836.00904214,25.7,55.00000000000041,1.0,0.001842312836232466,2011-0341PHL,False,False,False,False,False,False,False
PHL,608,WP2,2011,2011-0378,2011270N18139,2655000.0,2014,3370935.635,4948189.698942938,25.7,325.70000000000425,1.0,0.38383144997551566,2011-0378PHL,True,False,False,False,True,False,True
CHN,156,WP3,2011,2011-0379,2011266N13139,219000000.0,2014,303152614.2,303944727.7667503,25.7,72.50000000000067,1.0,0.0026095123845516458,2011-0379CHN,True,False,False,True,False,False,True
PHL,608,WP2,2011,2011-0379,2011266N13139,344173000.0,2014,436981179.1,436500548.0279459,25.7,67.40000000000059,1.0,-0.0011004949631671505,2011-0379PHL,False,False,False,False,False,False,False
MEX,484,NA1,2011,2011-0385,2011279N10257,27700000.0,2014,30846033.58,30773744.46692045,25.7,85.20000000000084,1.0,-0.0023462968720136578,2011-0385MEX,True,False,False,True,True,False,True
USA,840,NA2,2011,2011-0456,2011245N27269,750000000.0,2014,845503678.2,851364151.3388159,25.7,39.90000000000021,1.0,0.0069074283079640425,2011-0456USA,True,False,False,True,False,False,True
PHL,608,WP2,2011,2011-0519,2011346N03156,38082000.0,2014,48351024.81,48256972.53614835,25.7,54.30000000000041,1.0,-0.0019470914654951318,2011-0519PHL,True,False,False,True,True,False,True
IND,356,NI,2011,2011-0566,2011360N09088,375625000.0,2014,420146061.5,420291427.8388826,25.7,93.60000000000096,1.0,0.0003459301665531894,2011-0566IND,False,False,False,False,False,False,False
MDG,450,SI,2012,2012-0043,2012039S14075,100000000.0,2014,107598319.7,107520211.82727344,25.7,90.30000000000092,1.0,-0.0007261845421172123,2012-0043MDG,True,False,False,True,False,False,True
CHN,156,WP3,2012,2012-0259,2012201N15129,329000000.0,2014,402859805.3,402882495.9603665,25.7,160.1000000000019,1.0,5.6322375868711745e-05,2012-0259CHN,True,False,False,True,False,False,True
TWN,158,WP4,2012,2012-0260,2012209N11131,27000000.0,2014,28883557.597107597,28892236.54478822,25.7,306.200000000004,1.0,0.0003004354288783718,2012-0260TWN,True,False,False,False,True,False,True
MEX,484,NA1,2012,2012-0276,2012215N12313,300000000.0,2014,328342750.7,328480450.50418586,25.7,60.300000000000495,1.0,0.0004192903233343774,2012-0276MEX,False,False,False,False,False,False,False
CHN,156,WP3,2012,2012-0282,2012215N23146,1500000000.0,2014,1836746833.0,1830219334.0130265,25.7,55.00000000000041,1.0,-0.003560166952314712,2012-0282CHN,False,False,False,False,False,False,False
CHN,156,WP3,2012,2012-0294,2012225N16133,262000000.0,2014,320818446.7,320777868.8050893,25.7,136.9000000000016,1.0,-0.00012649042391348175,2012-0294CHN,False,False,False,False,False,False,False
PHL,608,WP2,2012,2012-0294,2012225N16133,3000000.0,2014,3413756.742,3418483.0174298664,25.7,33.500000000000114,1.0,0.0013835217586549192,2012-0294PHL,False,False,False,False,False,False,False
VNM,704,WP1,2012,2012-0294,2012225N16133,6800000.0,2014,8125989.1170000015,8149995.198095841,25.7,61.30000000000051,1.0,0.0029498797785843024,2012-0294VNM,True,False,False,False,True,False,True
USA,840,NA2,2012,2012-0313,2012234N16315,2000000000.0,2014,2163578370.0,2161055348.673481,25.7,75.7000000000007,1.0,-0.0011668140133454675,2012-0313USA,True,False,False,True,False,False,True
MEX,484,NA1,2012,2012-0401,2012166N09269,555000000.0,2014,607434088.9,610325397.6776644,25.7,46.100000000000286,1.0,0.0047485800645268765,2012-0401MEX,False,False,False,False,False,False,False
CHN,156,WP3,2012,2012-0406,2012296N06135,197000000.0,2014,241226084.0,241139506.5045333,25.7,51.50000000000037,1.0,-0.0003589704493882133,2012-0406CHN,False,False,False,False,False,False,False
PHL,608,WP2,2012,2012-0406,2012296N06135,1339000.0,2014,1523673.426,1521994.5249294983,25.7,112.30000000000122,1.0,-0.0011024847538249967,2012-0406PHL,True,False,False,True,True,False,True
VNM,704,WP1,2012,2012-0406,2012296N06135,336000000.0,2014,401519462.3,400817204.267308,25.7,100.40000000000109,1.0,-0.0017505325165499545,2012-0406VNM,True,False,False,True,False,False,True
JAM,388,NA1,2012,2012-0410,2012296N14283,16542000.0,2014,15483975.86,15480905.54612424,25.7,162.20000000000198,1.0,-0.0001983094232173223,2012-0410JAM,False,False,False,False,False,False,False
USA,840,NA2,2012,2012-0410,2012296N14283,50000000000.0,2014,54089459244.0,53991359584.67074,25.7,94.30000000000095,1.0,-0.0018153024251960602,2012-0410USA,True,False,False,True,False,True,True
JPN,392,WP4,2012,2012-0414,2012232N13141,86000000.0,2014,67245080.24,67227907.24511701,25.7,255.1000000000033,1.0,-0.00025541181612025497,2012-0414JPN,False,False,False,False,False,False,False
KOR,410,WP4,2012,2012-0414,2012232N13141,450000000.0,2014,519378870.9,517916090.4080278,25.7,31.200000000000077,1.0,-0.0028203770695489033,2012-0414KOR,False,False,False,False,False,False,False
FJI,242,OC,2012,2012-0498,2012346S14180,8400000.0,2014,9481515.123,9479088.612093464,25.7,244.00000000000315,1.0,-0.0002559529172894563,2012-0498FJI,False,False,False,False,False,False,False
WSM,882,OC,2012,2012-0498,2012346S14180,133000000.0,2014,133663025.6,133838355.8077323,25.7,83.00000000000081,1.0,0.0013108734759930095,2012-0498WSM,True,False,False,True,False,False,True
PHL,608,WP2,2012,2012-0500,2012331N03157,898352000.0,2014,1022251732.0,1020502716.0531447,25.7,85.60000000000083,1.0,-0.0017124098061964453,2012-0500PHL,False,False,False,False,False,False,False
JPN,392,WP4,2012,2012-0588,2012254N09135,31000000.0,2014,24239505.67,42923630.54134427,25.7,325.70000000000425,1.0,0.5714387349118641,2012-0588JPN,False,False,False,False,False,False,False
KOR,410,WP4,2012,2012-0588,2012254N09135,349000000.0,2014,402807168.8,403100611.24589413,25.7,198.7000000000025,1.0,0.0007282283807845698,2012-0588KOR,False,False,False,False,False,False,False
MDG,450,SI,2013,2013-0032,2013046S20042,25000000.0,2014,25169373.46,25243534.93596181,25.7,44.000000000000256,1.0,0.0029421642915935103,2013-0032MDG,True,False,False,True,False,False,True
CHN,156,WP3,2013,2013-0249,2013187N20156,460000000.0,2014,501902623.4,502723049.35278153,25.7,67.9000000000006,1.0,0.0016332971721065165,2013-0249CHN,False,False,False,False,False,False,False
CHN,156,WP3,2013,2013-0258,2013178N09133,177000000.0,2014,193123400.7,192852737.91638875,25.7,95.30000000000099,1.0,-0.001402484769896886,2013-0258CHN,False,False,False,False,False,False,False
PHL,608,WP2,2013,2013-0258,2013178N09133,1000000.0,2014,1046897.37,1046966.9161451156,25.7,263.2000000000034,1.0,6.642851268000135e-05,2013-0258PHL,False,False,False,False,False,False,False
CHN,156,WP3,2013,2013-0272,2013220N12137,2120000000.0,2014,2313116438.0,2310410970.3950233,25.7,73.30000000000071,1.0,-0.0011703046937069255,2013-0272CHN,True,False,False,True,False,False,True
PHL,608,WP2,2013,2013-0272,2013220N12137,32431000.0,2014,33951928.59,33991276.65366109,25.7,129.6000000000015,1.0,0.001158263520803915,2013-0272PHL,False,False,False,False,False,False,False
CHN,156,WP3,2013,2013-0306,2013228N23124,376000000.0,2014,410250840.0,409855850.53863215,25.7,108.70000000000117,1.0,-0.0009632636740232364,2013-0306CHN,True,False,False,True,False,False,True
TWN,158,WP4,2013,2013-0306,2013228N23124,12000000.0,2014,12443691.250373827,12287826.894456107,25.7,36.10000000000015,1.0,-0.012604678662797726,2013-0306TWN,False,False,False,False,False,False,False
CHN,156,WP3,2013,2013-0341,2013210N13123,20000000.0,2014,21821853.19,21795648.15559575,25.7,93.80000000000095,1.0,-0.001201583618902447,2013-0341CHN,True,False,False,True,False,False,True
VNM,704,WP1,2013,2013-0341,2013210N13123,1000000.0,2014,1087504.092,1085162.1608163228,25.7,70.90000000000066,1.0,-0.002155813933832077,2013-0341VNM,False,False,False,False,False,False,False
IND,356,NI,2013,2013-0401,2013281N12098,633471000.0,2014,695703513.0,696115605.6063325,25.7,89.00000000000091,1.0,0.0005921640432517186,2013-0401IND,True,True,False,True,False,False,True
VNM,704,WP1,2013,2013-0419,2013269N15118,663230000.0,2014,721265338.8,723859353.7616807,25.7,43.00000000000024,1.0,0.0035900261909112157,2013-0419VNM,False,False,False,False,False,False,False
CHN,156,WP3,2013,2013-0429,2013272N10135,6700000000.0,2014,7310320819.0,7266229952.691205,25.7,41.900000000000226,1.0,-0.00604957941929188,2013-0429CHN,True,True,False,True,False,False,True
PHL,608,WP2,2013,2013-0430,2013282N14132,96723000.0,2014,101259054.3,101188259.50534278,25.7,148.90000000000177,1.0,-0.0006993898433351438,2013-0430PHL,True,False,False,True,False,False,True
VNM,704,WP1,2013,2013-0430,2013282N14132,76000000.0,2014,82650310.98,82572342.37792028,25.7,117.10000000000127,1.0,-0.0009438004569315729,2013-0430VNM,False,False,False,False,False,False,False
PHL,608,WP2,2013,2013-0433,2013306N07162,10000000000.0,2014,10468973696.0,10506773245.484964,25.7,50.90000000000036,1.0,0.003604123420013443,2013-0433PHL,False,True,False,False,False,False,False
VNM,704,WP1,2013,2013-0433,2013306N07162,734000000.0,2014,798228003.4,798138198.3818746,25.7,45.500000000000284,1.0,-0.00011251180101395168,2013-0433VNM,False,False,False,False,False,False,False
PHL,608,WP2,2013,2013-0437,2013301N13142,4729000.0,2014,4950777.661,4956830.361272535,25.7,141.40000000000163,1.0,0.0012218289241798551,2013-0437PHL,True,False,False,True,False,False,True
TON,776,OC,2014,2014-0001,2014004S17183,31000000.0,2014,31000000.0,30964281.911298484,25.7,39.40000000000018,1.0,-0.0011528606983192404,2014-0001TON,False,False,False,False,False,False,False
VUT,548,OC,2014,2014-0096,2014068S16169,2000000.0,2014,2000000.0,2008990.460680516,25.7,31.300000000000075,1.0,0.004485156969152688,2014-0096VUT,True,False,False,True,False,False,True
CHN,156,WP3,2014,2014-0227,2014190N08154,4232973000.0,2014,4232973000.0,4228685984.9753428,25.7,130.9000000000015,1.0,-0.0010132801142357698,2014-0227CHN,True,False,False,True,True,False,True
PHL,608,WP2,2014,2014-0227,2014190N08154,820576000.0,2014,820576000.0,820579917.4740683,25.7,248.5000000000032,1.0,4.774042522873364e-06,2014-0227PHL,True,False,False,True,True,False,True
VNM,704,WP1,2014,2014-0227,2014190N08154,6200000.0,2014,6200000.0,6228610.472051263,25.7,40.80000000000021,1.0,0.004603977677580108,2014-0227VNM,True,False,False,True,True,False,True
JPN,392,WP4,2014,2014-0236,2014184N08147,156000000.0,2014,156000000.0,156761680.49301296,25.7,35.400000000000134,1.0,0.004870686189098588,2014-0236JPN,True,False,False,True,True,False,True
CHN,156,WP3,2014,2014-0240,2014197N10137,500000000.0,2014,500000000.0,498637013.12758064,25.7,49.900000000000354,1.0,-0.0027296959772783345,2014-0240CHN,False,False,False,False,False,False,False
TWN,158,WP4,2014,2014-0240,2014197N10137,20000000.0,2014,20000000.0,84602726.22562778,25.7,325.70000000000425,1.0,1.4422342174281932,2014-0240TWN,True,False,False,True,False,False,True
USA,840,NA2,2014,2014-0310,2014212N11242,66000000.0,2014,66000000.0,66401401.64591037,25.7,37.000000000000156,1.0,0.006063423358324417,2014-0310USA,False,False,False,False,False,False,False
JPN,392,WP4,2014,2014-0316,2014209N12152,200000000.0,2014,200000000.0,200068150.72631893,25.7,300.1000000000039,1.0,0.0003406955882612467,2014-0316JPN,False,False,False,False,False,False,False
MEX,484,NA1,2014,2014-0333,2014253N13260,2500000000.0,2014,2500000000.0,2501601560.443193,25.7,66.10000000000058,1.0,0.0006404190652040759,2014-0333MEX,True,False,False,True,False,False,True
CHN,156,WP3,2014,2014-0390,2014254N10142,2900000000.0,2014,2900000000.0,2892991825.459032,25.7,79.20000000000076,1.0,-0.0024195366301333447,2014-0390CHN,True,False,False,True,False,False,True
PHL,608,WP2,2014,2014-0390,2014254N10142,19183000.0,2014,19183000.0,19172694.477905083,25.7,99.70000000000105,1.0,-0.0005373659626389813,2014-0390PHL,True,False,False,True,False,True,True
VNM,704,WP1,2014,2014-0390,2014254N10142,4500000.0,2014,4500000.0,4496723.335724639,25.7,101.30000000000109,1.0,-0.000728412844980795,2014-0390VNM,False,False,False,False,False,False,False
IND,356,NI,2014,2014-0392,2014279N11096,7000000000.0,2014,7000000000.0,6989678401.647922,25.7,67.7000000000006,1.0,-0.0014756022159478014,2014-0392IND,False,True,False,False,False,False,False
JPN,392,WP4,2014,2014-0396,2014275N06166,100000000.0,2014,100000000.0,100017513.36818159,25.7,255.20000000000329,1.0,0.00017511834770294265,2014-0396JPN,False,False,False,False,False,False,False
PHL,608,WP2,2014,2014-0479,2014334N02156,113878000.0,2014,113878000.0,113992423.69127381,25.7,85.40000000000084,1.0,0.0010042874282453526,2014-0479PHL,True,False,False,True,True,False,True
PHL,608,WP2,2014,2014-0497,2014362N07130,17688000.0,2014,17688000.0,17619650.108808354,25.7,57.00000000000044,1.0,-0.0038716808601477978,2014-0497PHL,True,False,False,False,True,False,True
PHL,608,WP2,2015,2015-0017,2015012N09146,1000000.0,2014,972027.6618,973519.9526984392,25.7,107.60000000000116,1.0,0.001534057742892824,2015-0017PHL,True,False,False,True,True,False,True
AUS,36,OC,2015,2015-0053,2015045S12145,78000000.0,2014,84702479.43,2995180.15171976,25.7,25.8,1.0,-3.3421404937279724,2015-0053AUS,False,False,False,False,False,False,False
AUS,36,OC,2015,2015-0079,2015047S15152,546000000.0,2014,592917356.0,592586612.3630829,25.7,102.20000000000108,1.0,-0.0005579798201013318,2015-0079AUS,False,False,False,False,False,False,False
VUT,548,OC,2015,2015-0093,2015066S08170,449400000.0,2014,496316510.4,497403875.66220343,25.7,47.50000000000031,1.0,0.002188474165252081,2015-0093VUT,True,False,False,True,False,False,True
FSM,583,OC,2015,2015-0105,2015085N06162,11000000.0,2014,11098409.57,11055456.774260983,25.7,45.70000000000029,1.0,-0.0038776842735211772,2015-0105FSM,False,False,False,False,False,False,False
JPN,392,WP4,2015,2015-0176,2015122N07144,23200000.0,2014,25604132.8,25609493.60389272,25.7,228.30000000000285,1.0,0.0002093506860858367,2015-0176JPN,False,False,False,False,False,False,False
PHL,608,WP2,2015,2015-0176,2015122N07144,348000.0,2014,338265.6263,338117.5536520406,25.7,193.8000000000024,1.0,-0.0004378365835040093,2015-0176PHL,False,False,False,False,False,False,False
CHN,156,WP3,2015,2015-0244,2015180N09160,940000000.0,2014,890531131.4,891327043.8701164,25.7,37.400000000000155,1.0,0.0008933511478027524,2015-0244CHN,False,False,False,False,False,False,False
